NDVI_mean,NDVI_max,NDVI_min,NDVI_std,Rice Yield (kg/ha),Field size (ha),"Rice Crop Intensity(D=Double, T=Triple)"
0.33965930299955893,0.5202622260976374,-0.04017329657345407,0.16645416085783873,5500,3.4,T
0.3403507116919615,0.5211637947269758,-0.04017329657345411,0.16466506271854886,6000,2.43,T
0.344804031679933,0.5218254737081522,-0.05918524212144502,0.18270825826366238,6400,1.95,D
0.34132981713946564,0.5227599808996773,-0.030354449472096506,0.17355723728554934,6000,4.3,T
0.3302859653553217,0.4998804178023566,-0.04017329657345417,0.15484637984021046,6400,3.3,D
0.3467576273649236,0.5173021242976384,-0.021338155515370712,0.16916731423606682,5500,3.5,T
0.3449783292132156,0.5243167837881217,-0.030354449472096583,0.1771824389037374,6600,2.0,T
0.3432911628018899,0.5175024921536064,-0.028678059320369327,0.176784185169938,6000,4.0,T
0.34585827085710225,0.5150393909517952,-0.021338155515370712,0.17014803144761945,5500,3.0,T
0.34587406445554847,0.5162225734119041,-0.02133815551537073,0.17053204980046432,6000,5.0,T
0.3433416829194263,0.5132441916491668,-0.05918524212144502,0.18231305972405237,5500,4.0,T
0.3369618709151413,0.5153393736762851,-0.04017329657345417,0.16621020969381783,6500,3.5,T
0.32751610127015945,0.49007704184495265,-0.04017329657345417,0.14956638691709068,5500,2.03,T
0.32958344757458213,0.5004222478638007,-0.04017329657345411,0.15644194339254575,5500,2.8,T
0.3443419453018275,0.518047393605078,-0.04017329657345411,0.14404009731762768,6500,2.0,T
0.34494102135077903,0.5192452223489724,-0.030354449472096583,0.17013847669623003,6400,3.0,T
0.33616383767345714,0.5066594942949383,-0.04017329657345411,0.15896640327676137,5500,4.0,D
0.35146131243559825,0.5168156426521302,-0.021338155515370712,0.16125286069381256,5500,2.5,T
0.3478788714460332,0.5244166060883896,-0.04033928395305263,0.1816329053462454,5500,2.25,D
0.34505550246363675,0.5205341202051439,-0.044188054312848266,0.17886636229522773,5500,4.9,D
0.3802941426486163,0.5352357240671844,0.1278306073038968,0.14726084639848394,6600,2.0,D
0.3461404872750514,0.5458441754162427,0.00040371417036735055,0.16524354435790992,5500,3.0,D
0.3621409248220616,0.539886423860011,0.011110090900743731,0.16357690468094047,5500,2.0,T
0.36094501319126054,0.5427315277741392,0.006229753301769232,0.1613983835260289,6500,1.7,T
0.3211704278829578,0.5361226717549191,-0.05395232120451693,0.18820987143103604,6000,1.2,T
0.35116349422837456,0.5389616634770897,0.025975240886837773,0.1652399361647429,5500,2.1,T
0.37318953255657716,0.5377319296428542,0.04117477684998557,0.13121200198172944,6400,3.0,T
0.3277147962196752,0.4672819422343197,-0.014526894385551634,0.13374127619207873,6600,3.2,T
0.32350296264998707,0.4636836849870615,-0.014526894385551634,0.13534439408029406,6000,1.75,D
0.3136320621004936,0.46305395426639145,-0.014526894385551634,0.12675037703387274,6500,3.0,D
0.38062177469492775,0.5169988753121256,0.23002828750018,0.08868600187517162,6000,4.0,T
0.3415050024935051,0.46990968991865695,-0.014526894385551634,0.13595257064936844,6400,2.5,T
0.3872469888230404,0.5270199900488939,0.19832632295463787,0.09853988603276646,6000,5.0,T
0.3948865243325576,0.5188949165003769,0.23468996926405825,0.09103194223795992,6500,2.0,T
0.34152597248340855,0.463943682464726,-0.0033862985152383687,0.1038447098144767,5500,1.91,T
0.3211788096496989,0.45913307008723403,-0.014526894385551561,0.12749795510722006,6400,2.5,D
0.3334584805824587,0.4691282167783402,-0.014526894385551646,0.13331123955307006,6400,2.0,D
0.3375966434266142,0.4683373267176742,-0.014526894385551561,0.13625108200838001,6500,2.3,D
0.332797634495548,0.4666099050687188,-0.014526894385551561,0.13264728549264734,5500,3.0,D
0.3316573803680013,0.4710205229207569,-0.014526894385551561,0.13270644027571576,6600,2.2,D
0.35449035149658487,0.475464726923345,-0.010046557216368514,0.11307888475951848,5500,2.3,D
0.34091488611381293,0.47282210010018855,-0.014526894385551634,0.13634772364433592,6000,3.34,D
0.40182049976053535,0.5275302354000179,0.23549879247505498,0.09097091252859853,5500,1.65,T
0.3649809276290098,0.49506617241321327,-0.01556886227544909,0.12057030609684843,5500,4.0,T
0.3684320642726324,0.5250991244146194,0.07002606429192008,0.11168312128818841,6500,3.0,D
0.3738129052007084,0.5078539926023012,0.07002606429192008,0.09794842215443023,6000,2.0,T
0.373576077215166,0.5080493265287725,0.07002606429192008,0.10365929548628697,6000,1.3,T
0.3736271003328624,0.5088408764573562,0.07002606429192008,0.09921241071019354,6000,1.45,T
0.37932508534275466,0.5133508063097871,0.07002606429192,0.10373184518597262,6000,1.6,T
0.3768962221977918,0.53803496868476,0.07002606429192008,0.11097376868092769,5500,2.0,T
0.3903368686253315,0.5434047115270999,0.19286590729906417,0.09001914152083994,6000,1.8,T
0.3815887241288406,0.5236187613861891,0.07002606429192,0.10655257010160818,6000,5.0,T
0.37649590403168004,0.530472502116357,-0.0003824091778202398,0.11794435703412867,6000,5.0,T
0.39000229235323436,0.5038007194242731,0.25299549138754984,0.07909919212145732,6500,3.6,T
0.3966851022831732,0.5032938384091709,0.2682254514751542,0.07664752384937966,6400,2.3,T
0.3593449137743805,0.5021063691758556,-0.010140616549486179,0.11962029115237086,6400,2.0,T
0.3604737043200386,0.49787400584181396,-0.009546351084812589,0.11825294979369218,5500,2.0,T
0.36225834787549593,0.5044832197244388,-0.009546351084812606,0.12177997959699846,5500,1.95,T
0.36162359611493944,0.5059429941612247,-0.011612903225806496,0.12610853245993556,6500,1.4,T
0.3608029643303585,0.5071136991837173,-0.01161290322580648,0.1247813686861708,5500,2.6,T
0.3652827823401072,0.5082849478813709,-0.02400237794456414,0.1292978139244001,6500,2.0,T
0.3688464542106016,0.5122158827464978,-0.05918524212144502,0.13892297795086678,6500,1.65,T
0.39094812074228946,0.5460539349276332,0.19279291272732008,0.09974525716279647,6000,2.56,T
0.37201834312983834,0.5186348212551247,-0.05918524212144502,0.14811733327002244,6000,1.5,T
0.3760510470640521,0.5389341633018296,0.07002606429192008,0.11795458237472264,6400,1.74,D
0.35229861305324883,0.5167796205150349,-0.022264150943396267,0.1693666444157204,6000,1.7,T
0.3523434521416893,0.5149191718641614,-0.02133815551537073,0.164625305140044,6500,1.7,T
0.35194675432483113,0.5172045211877103,-0.02133815551537073,0.16154803502152898,5500,3.6,T
0.3532004365356183,0.5027374900910709,-0.01161290322580648,0.12160650031424039,6400,2.7,T
0.3584988085926686,0.5013465627674809,-0.011887720171780606,0.11963294957450045,5500,1.8,T
0.35435138347763245,0.48434123008401586,-0.0052535489399753625,0.11373826368328561,5500,1.5,T
0.3565881065644286,0.49229748033653864,-0.007720438845997622,0.11548381661360335,6500,2.3,T
0.3483747623113215,0.4745770775159893,-0.014853472501003613,0.11049553042192128,5500,2.3,T
0.38389705939059693,0.675128128549811,0.04700350111913939,0.18740723452913316,6800,3.4,T
0.37333151782721313,0.6731568439598404,0.05259966858074332,0.18247131795436639,7200,2.43,T
0.36820061336207965,0.6678748759751214,0.05137414431881495,0.17863664359511708,8000,3.5,T
0.38034185849854213,0.7019636509962291,0.0334888964778392,0.19449708725829035,7040,2.0,T
0.3802103212025269,0.6913714148346072,0.030516447917673648,0.19633853615092384,7600,4.3,T
0.3867853787912188,0.6714851118710989,0.03718187874984055,0.1880147486094458,7760,3.5,T
0.3787859058307192,0.705894999902439,0.029959312818801476,0.20071752499376194,6400,2.0,T
0.3817328391718946,0.7015752344579556,0.03000539277810613,0.1969794332280722,7200,4.0,T
0.3847190836837867,0.6938537949459906,0.02978477316536569,0.19434782197650607,6800,7.0,T
0.3866078374981963,0.6868121269563126,0.03044171000598944,0.18951752499344182,7200,3.0,T
0.3831241244057755,0.6997660709750214,0.02343129112713233,0.19365128439938434,8000,1.3,T
0.3896796729405644,0.7115902549728967,0.027425286179040977,0.19550822349382177,7200,1.95,D
0.3792907967085481,0.5617494074571361,0.13325702277066442,0.13625794638165073,7200,2.95,D
0.380320037205173,0.5597301909735377,0.12917626014323244,0.13664186390079452,7040,3.03,D
0.37612657475071193,0.5808203944764088,0.11315865442575193,0.14094915311824716,6400,1.2,D
0.3771946564078848,0.6241152306086934,0.08440253909345315,0.16367163676342059,8000,2.8,T
0.37747682307033403,0.5898500661369905,0.11424985969835959,0.14646063128853962,8000,2.0,T
0.37537502753009794,0.6316674322584775,0.08048683338844012,0.16663111408575415,6880,2.9,T
0.3783101171050114,0.6347107947574208,0.08111659391628627,0.1673218611856469,6400,5.4,T
0.353339577566497,0.5888884702729272,0.10371082131142578,0.1476568367136481,7760,2.0,T
0.35894119242569716,0.5923731926365401,0.09205850226032722,0.15343787484354277,7040,4.9,D
0.367283627288413,0.6399616248404424,0.07589743783624174,0.16641900096223444,6400,2.1,D
0.3524378382360876,0.5671351347602754,0.08576455630746953,0.1455062894553027,7200,1.55,D
0.3698793732258951,0.6487184532173147,0.07196737865791276,0.16938678020936399,6800,4.0,D
0.4140593752779777,0.8204928972313932,0.08591386853729636,0.21738978224918876,7200,3.0,D
0.3928498594644168,0.7199480597404015,0.04042312853261637,0.2028229578821536,7600,3.0,D
0.398035809748854,0.6954310757223207,0.04897694819261389,0.19102982896843232,7200,1.4,T
0.3920774330467477,0.6598902377144266,0.08051590580738874,0.17088362749543384,7040,2.5,T
0.38014548620293176,0.6157912329304839,0.09009572159687526,0.15741733573854647,7200,3.2,T
0.388310182051211,0.6449169816904986,0.06726303159810315,0.17377096795688876,7040,2.0,D
0.3902790254704691,0.6624645867703496,0.04610279115204862,0.181651080138756,7200,1.4,D
0.3905270026369544,0.7210702639515708,0.030734131787789484,0.1994593357791904,6400,3.7,T
0.39204065165423196,0.7219671812171156,0.032582332033975155,0.20223428690631748,6400,2.25,D
0.3931975969148524,0.7219293941373852,0.03489630984394765,0.20306623893981657,6960,4.9,D
0.39235553509849763,0.7233746722697354,0.031837726957453946,0.2037401976638958,6400,2.0,D
0.39305590070656893,0.7290514947665828,0.03122223937496879,0.20628825116959554,6400,2.0,D
0.40786765524433405,0.8341262378451946,0.044218634472613295,0.24132031127183345,6400,2.4,D
0.4177943396228822,0.8304420397602734,0.03587947352831848,0.23239583853451654,6400,3.4,T
0.4151257749764385,0.8227723848075316,0.04394800670679465,0.22549127606181488,7200,2.1,T
0.4118100842413668,0.8215413928280633,0.04888426460025925,0.22709941343590928,6800,1.9,D
0.4138059203752499,0.797152566652276,0.09947938901706639,0.20608612986108857,6400,3.6,D
0.4076046833513297,0.7830302866697393,0.10864918856662993,0.21158026909419353,7200,1.62,T
0.41375865217378427,0.8180963469196706,0.07131666149738711,0.22936299452688294,6800,2.9,D
0.40792826623104605,0.8427606019416702,0.05474763067810685,0.24315531955383551,7920,2.1,T
0.3988228036877384,0.6946626648537249,0.04921934714903425,0.19128967173279118,6400,2.1,D
0.4127789051387123,0.8106255807261341,0.07556818352740816,0.2180223822137715,8000,3.0,T
0.37111418062814655,0.502087861626544,0.16207667119865088,0.09822875383576431,8000,3.2,T
0.373335616069172,0.4932412158417559,0.1814277357989842,0.0919132856121672,8000,1.75,D
0.3721962921292993,0.4697414829343962,0.21350922676969508,0.07618641254163133,7200,3.2,D
0.36709513581134284,0.4853798508590522,0.1937206287553623,0.08470663255338622,6400,1.4,T
0.3610974626201467,0.4688777033615052,0.2147034303294474,0.0771412580960989,7200,3.0,T
0.3650696805428177,0.46817898288632004,0.2209598596573625,0.07323414268626192,7200,3.0,D
0.3908674691665923,0.562481703544538,0.12540381955914376,0.11909234263299263,7200,2.4,T
0.3872475547549202,0.549948397383375,0.13731591336622154,0.11879811929791426,6400,4.0,T
0.3823412335885062,0.5355780000956628,0.14532796963933278,0.11500989311034725,7200,4.0,T
0.3857100142630925,0.5717468829502631,0.14163313323416538,0.12747799820513234,8000,2.5,T
0.3984999112480105,0.5646276603130519,0.16004094583649695,0.11832429158417701,8000,2.0,T
0.36794930659623115,0.5188357069617974,0.16592783009023038,0.09435591482234029,6800,6.0,D
0.3739266582227817,0.545734959464439,0.16115191427839984,0.11629332365433802,6400,1.3,D
0.37545235401264054,0.5309638417168961,0.17286809505609388,0.11235891301978246,7200,4.0,D
0.3931854257458561,0.5559377490730617,0.16303647989615103,0.11606349810346757,7200,3.0,D
0.39938191907396703,0.5995111624980757,0.14692912153177115,0.13065423501007162,6800,2.04,D
0.38898904037250287,0.5955314968892024,0.14465596684186033,0.13219988175025785,7920,3.34,D
0.40811641610831895,0.6218718120339376,0.13950356873134595,0.1400744915196705,8000,2.3,T
0.4012099316470841,0.6305296295931136,0.13208704191764914,0.14533302133198991,7200,2.0,T
0.392933546239962,0.6136337860648935,0.1276447040157483,0.1442894803773581,7200,4.0,T
0.41987852601594594,0.7650991363934276,0.09852544141859496,0.19179492426813782,7200,1.8,T
0.4078804970125168,0.741103263041263,0.13433318623623067,0.1803492240338591,7760,3.6,D
0.4142515272394401,0.7313921197747943,0.14143852157785164,0.17035315947458465,8000,1.65,T
0.4045456389817347,0.6413157530898058,0.12650694419408237,0.14728466686744016,6800,2.0,T
0.40724721944836034,0.701627635746854,0.12774411580705625,0.1653184997568448,7200,1.8,T
0.4099144465220075,0.6409707956104006,0.14440457426427586,0.14551339525129547,8000,5.0,T
0.4062397828999448,0.6239311374972291,0.16059508642265677,0.12886573595285153,6800,2.3,T
0.38977735192610335,0.5966908547580456,0.12971234455300365,0.1408771841827842,7200,2.0,T
0.3920655416363633,0.6099545562223093,0.12429870992181294,0.14538530520988677,7600,1.25,T
0.3946428129846038,0.6237004026124752,0.11564256513265159,0.15084442592996192,7200,1.95,T
0.39233782707639286,0.6288507265369506,0.10718395639027584,0.1543426309806949,6800,2.6,T
0.3970613787507698,0.6509319761801216,0.09965856449058057,0.16221569670879687,7200,1.95,T
0.39892147005100687,0.6630303673727689,0.10012928157309679,0.16361211045258783,7040,2.3,D
0.3991835570065527,0.6778145179921601,0.09569228188606717,0.16918825661483702,7200,1.65,T
0.4258722653832911,0.7877371934367187,0.10961306806475465,0.2064678656256458,6800,2.56,T
0.4002292254247477,0.6858584693676217,0.07281883314946175,0.1799880167237724,6400,1.5,T
0.41850015737027163,0.7704496313667539,0.0904747203431999,0.19573291407527396,6400,1.74,D
0.39873489414782187,0.6882872275911075,0.05502894175082599,0.18692401053702282,6880,1.7,T
0.39446665523297175,0.6688334060044019,0.07798502159126347,0.17418607248968665,7760,3.6,T
0.38958573911366084,0.6453865723965154,0.08882444274737845,0.16403637400908644,8000,3.0,T
0.3948519050913815,0.6564865597122997,0.09022827386617313,0.16658777218749057,7040,5.0,T
0.38177177686231084,0.574915893099873,0.12128024596314964,0.13788975867544592,6800,2.7,T
0.3873762502393038,0.5874728049167295,0.13071239528576936,0.13750380927761172,7200,1.8,T
0.38058963981081356,0.5689345553583582,0.13561516754055447,0.1277978057974076,7200,1.5,T
0.3754359808144715,0.5385732148442696,0.12754579159080134,0.12584376424301097,7200,2.0,T
0.3762609413667426,0.5462478912907185,0.1267442935796687,0.12877922107416578,8000,1.4,T
0.37825686828638144,0.5354914881110923,0.15054750842324818,0.11394362382566903,7040,2.3,T
0.3741497769465102,0.5199973231407853,0.1453511281651639,0.11342517043596954,7200,1.8,T
0.37085425519814597,0.5297667510354337,0.13120658712828606,0.12175734982667867,7200,2.15,T
0.37375998742496747,0.49038856033479183,0.20333971386948346,0.10119229572954254,5500,2.2,T
0.3751252140101162,0.4951474553394732,0.20126907917774609,0.10303040121630279,6000,2.53,T
0.3803855454019561,0.5069709204850608,0.1962106180681763,0.10960033905773167,6500,2.42,T
0.3792093320756597,0.5041490405979011,0.19555527468712283,0.10994822934965988,6000,2.42,T
0.3852553222926065,0.5194498054783339,0.18513069894198358,0.1231211233439435,6400,2.75,T
0.38932620462305517,0.5290325726567813,0.179427658082471,0.12821346475900652,5500,1.32,T
0.38580141237236676,0.5171106098861623,0.19233083017585667,0.11726713019004553,6600,2.53,T
0.39096608796360643,0.5467697281414301,0.15764183748435706,0.14987327557426314,6000,1.76,T
0.35042361263002725,0.5274465599047984,-0.04017329657345417,0.16645951068784745,5500,1.43,T
0.33031549433625174,0.504211938654991,-0.10069385682856662,0.17223033535506127,6500,1.76,D
0.3930205092863069,0.5442398717406124,0.16106027235626225,0.14488197602584377,5500,1.87,T
0.3858083777690028,0.5520238625819471,0.14443159013977344,0.1556332469101326,5500,1.43,T
0.3597012186953906,0.5406487937706617,-0.04017329657345417,0.1719133852739902,6400,1.87,T
0.35953297610174034,0.5361209685266123,-0.04017329657345417,0.16781005469914234,5500,1.54,T
0.3611592699061432,0.5291681453231025,-0.04017329657345417,0.157486516371423,5500,2.2,T
0.3856606969275433,0.5238684127398492,0.15719041908057382,0.13185296611057234,5500,3.3,T
0.38303308798019803,0.5118405392021972,0.16677636480907584,0.12372769486836731,5500,2.09,T
0.3816339986829141,0.5112000540607566,0.1733598283912168,0.120893965321205,6000,2.2,T
0.3777869843077995,0.502618392637415,0.18587381492728974,0.11402858476684677,5500,2.2,T
0.3739521570978691,0.4973881822031149,0.1904467802525279,0.11029605102522619,5500,2.42,T
0.3697841284725909,0.49164419908116314,0.19048370653881924,0.10475421157383273,6500,2.53,T
0.3774990801348131,0.49842180110919465,0.18690676405844828,0.11127367530806656,5500,2.035,T
0.4216126211022889,0.5752830696499182,0.12646248802025092,0.1411478934706255,6400,2.2,T
0.4189086216734038,0.5665170399089893,0.1307710978140174,0.1360970668102968,5500,1.65,T
0.3791912975193317,0.5568843105530286,-0.04033928395305263,0.1708451939936304,6000,1.32,T
0.36467846042008406,0.5627030423407161,-0.04033928395305253,0.18319162134459374,6700,2.09,T
0.37725111784162774,0.5649467022410537,0.03854875283446717,0.16572238632573671,6000,2.09,T
0.3920392900651382,0.559687078141955,0.1113085803479838,0.1501651401867001,6000,3.85,T
0.3767864681228011,0.5633654150263989,0.03854875283446711,0.16575165192582814,6400,1.87,T
0.41276677353025654,0.5752758071930528,0.11784590221407146,0.14794283405626565,6500,1.32,T
0.41217254460977487,0.575275807193053,0.11894485368138631,0.14999864144201885,6000,1.65,T
0.3776792696154451,0.5672955410488218,0.1997057244980402,0.11837395643967565,6000,1.87,T
0.3923195965352624,0.5557576941941558,0.11782234811146941,0.15072833575915717,6000,1.76,T
0.3869326050337084,0.5300405051425786,0.21881955364011035,0.10997979189094681,6000,3.3,D
0.38355513267158076,0.5447000709231502,0.16651738551717513,0.12322018243795041,6000,3.85,T
0.3786283305804713,0.539925440342155,0.18683071919682062,0.1157314803972247,5500,2.75,D
0.37143535648250214,0.5314456787688483,0.19099223207479654,0.11513170009414676,6000,4.4,D
0.37114027077548506,0.5201427801426739,0.16172275410808454,0.11188260412018738,6000,1.65,T
0.3689980575221943,0.5496036311929703,0.14509744028233257,0.13894806439395332,5500,1.98,T
0.3905530224566619,0.5527829873024023,0.11843797350840811,0.15075135328302097,5500,5.5,T
0.38770241272682704,0.5515512963078516,0.10209997534416923,0.15390214876759864,6400,2.75,T
0.3849291551515349,0.5390415701313014,0.15417238432701894,0.13110257737381759,6000,1.87,D
0.38539448441632407,0.5608792420593299,0.13189006872516448,0.14694007262231334,6000,2.75,D
0.3590173581211012,0.5374398769667365,-0.01742919389978211,0.15753298789363576,6000,3.3,D
0.3824025488818911,0.5413872653910083,0.12208276074822412,0.1520126117013689,6000,1.21,D
0.3604292340803223,0.5415615481599927,-0.02133815551537073,0.174950174085914,6500,3.08,T
0.3594123446109602,0.5375797201313697,-0.021338155515370712,0.1728669758699099,6400,5.5,T
0.3602946986372451,0.5388758671540885,-0.021338155515370712,0.17501704583289973,5500,1.65,T
0.38235971872306773,0.5433440139475625,0.10672934557993728,0.15464241439856044,6600,2.2,T
0.38405071196689433,0.5471244766070283,0.10399060896527486,0.1544883819140019,6000,1.54,T
0.3823178327216753,0.5439807163940918,0.11855513551127637,0.1546039797972135,6000,2.75,T
0.34870675075535124,0.5325505070338996,-0.040339283953052606,0.1866883922835323,6000,3.245,T
0.3461979830317271,0.531266538176003,-0.06982343499197438,0.1901586289733133,6500,1.98,T
0.36805797849568345,0.5224266712323994,-0.021338155515370712,0.16437213989211535,6500,1.87,T
0.36730133522743275,0.5173525908330161,-0.021338155515370712,0.16454859617394837,6000,2.2,T
0.3700396992929316,0.5342057031505476,-0.021338155515370712,0.17180975265479587,5500,1.65,T
0.3499412643915391,0.5417258931084613,-0.04033928395305253,0.192647138897762,6000,2.09,T
0.3735113265878352,0.5482398512332939,-0.04033928395305253,0.1750125390749447,6500,1.54,T
0.38861971775182513,0.5529658457461165,0.10674593937614464,0.1514629978467142,5500,1.43,T
0.39609673745617213,0.5400986321619151,0.1125658607662568,0.1434725756535731,5500,3.3,T
0.3683353193354848,0.5249712232683071,-0.021338155515370712,0.1689088652799112,6000,1.32,T
0.3668750464832915,0.5230362414319222,-0.021338155515370712,0.1637742771363088,6400,1.65,T
0.3685921457583364,0.5223707121872703,-0.021338155515370712,0.1679533159191853,6500,1.43,T
0.3678469010586252,0.5209693855826039,-0.021338155515370712,0.165759983778073,5500,1.65,T
0.36464123108704033,0.5374066696287593,-0.021338155515370712,0.17362601925048768,6600,1.43,T
0.3662712276772152,0.5376671242266235,-0.021338155515370712,0.17535550140704692,5500,1.65,T
0.3676236004062219,0.5400330199089227,-0.021338155515370712,0.1764023911156199,6000,1.375,T
0.3864123333890637,0.5475911603339418,0.14251663844910037,0.1522658631471959,5500,3.3,T
0.3876316137838091,0.5475225610067224,0.13360775426559565,0.1541913447383469,6400,1.54,T
0.38852583203669416,0.5447197048312984,0.1312641455805903,0.15698358257987358,5500,2.2,T
0.3622148859303354,0.5316403162801366,-0.03561470215462612,0.16850173062887425,5500,1.54,T
0.3686125376872067,0.5352057505481284,-0.021338155515370712,0.17544194721992779,6000,2.75,D
0.39185217262094885,0.537339932294341,0.11513341408252113,0.15236050979276938,6000,3.08,T
0.3929920301029241,0.5398035027372088,0.11523522656797316,0.15021035997599508,6000,1.65,T
0.39423716458992125,0.5406522675645814,0.11355101818626359,0.1485845622176541,6000,2.53,T
0.3933854605458923,0.5413326805965554,0.1155303299050523,0.14796126357255263,6000,1.32,T
0.3919402406925813,0.541668170816766,0.11917934575530605,0.15239214458492953,6000,3.3,T
0.39150584654048687,0.5410855337031711,0.12622421695295233,0.15460830353786437,5500,1.65,T
0.38981550184198144,0.5416378198546753,0.12557168747051023,0.1572955845161588,6000,1.76,T
0.38518896552138915,0.5457899212926618,0.12691871168291122,0.14890093136538188,6000,5.83,T
0.39071517327261157,0.5388037054988848,0.13007206974538368,0.14670955963214397,6000,1.32,T
0.3911588809967428,0.5416606367777285,0.16564419486626,0.13897337791479217,6400,2.42,T
0.3934808233150406,0.5416616863131103,0.15041762533052952,0.14242419810884338,5500,2.53,T
0.3866771626841174,0.5587987772805248,0.12307659129500312,0.1651628841447539,5500,3.3,T
0.3818589008360928,0.5554075456106852,0.11859926543264471,0.1666648351091182,6500,1.98,T
0.39271437033765144,0.5561366512737496,0.11293679606519039,0.16343372844881493,5500,4.4,T
0.38901532202570843,0.5444333950539614,0.1286906337919698,0.1574123957120616,6500,6.05,T
0.3928764103188844,0.542855692858987,0.12708676385566858,0.15406156865786838,5500,1.98,T
0.40200631005424187,0.562296003277303,0.10834416046901976,0.15436829899167492,6500,2.2,T
0.4177198279805056,0.5687934618664795,0.1081056145950732,0.1436745447150441,6000,1.98,T
0.4062614073878096,0.5644595370290247,0.10030118543265293,0.15093793339355188,6000,4.95,T
0.3965660904253388,0.5540431668899695,0.10821946972684746,0.1598994476729539,6400,4.0,T
0.39228164309308866,0.5517440832940717,0.11634882760586418,0.15400349881645944,6400,3.0,T
0.38983946573402145,0.5492252680343824,0.1356292696269836,0.1563361436664756,6400,5.0,T
0.36865429926944415,0.49734722673438925,0.19130762489581996,0.10685277628971693,6400,4.0,T
0.37043637600428475,0.5305034490452866,0.1294186046511628,0.13505591571441963,5500,1.6,T
0.3809537816511661,0.5045323134271903,0.17034919071573548,0.11797658850290477,5500,2.5,T
0.3797569465886272,0.5168331745743785,0.15070165741692787,0.12794264176714268,6500,3.2,T
0.375940179358831,0.5391921642794045,0.10617643489867738,0.1548558034741349,6000,2.8,T
0.3840163323258743,0.53717788574398,0.13264951618380444,0.1424866668965545,5500,4.0,T
0.3547832953243801,0.6410473699070836,0.11948038289386007,0.14298636656445612,8000,2.2,T
0.3556657924219081,0.6473413940415224,0.11188514520226472,0.1448852076813732,7000,2.53,T
0.356999510741752,0.6606184722611834,0.10405743182774396,0.15093422588688413,8000,2.42,T
0.35757075321860976,0.6581435660926457,0.10513619752832408,0.15086672940450868,7200,2.42,T
0.3520940016961867,0.6293100494868151,0.12350230441182543,0.1369438066642326,7040,1.76,T
0.35776324351193917,0.6608029695233306,0.0906387777974786,0.15643227273659516,7600,1.375,D
0.3605206736895245,0.6941835319091347,0.08095778119537929,0.1681757945826834,7000,2.75,T
0.3597946059352478,0.7011946254361707,0.07816485489651466,0.17011282385088358,7760,1.32,T
0.3584365909367699,0.7042997261776688,0.0784889870348704,0.17053935254276467,7040,1.54,T
